Shipment_ID,Shipment_Number,Order_ID,Warehouse_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Shipment_Status,Tracking_Number
35172,SHP035172,35172,1,2025-12-13,2025-12-18,,In Transit,TRK00035172
35173,SHP035173,35173,4,2026-02-07,2026-02-12,,Pending,TRK00035173
35174,SHP035174,35174,5,2026-03-10,2026-03-10,,Pending,TRK00035174
35175,SHP035175,35175,5,2025-09-07,2025-09-08,,Pending,TRK00035175
35176,SHP035176,35176,5,2026-03-27,2026-03-29,2026-04-02,Delivered,TRK00035176
35177,SHP035177,35177,2,2025-12-07,2025-12-12,,In Transit,TRK00035177
35178,SHP035178,35178,4,2026-05-17,2026-05-24,,In Transit,TRK00035178
35179,SHP035179,35179,3,2025-09-20,2025-09-25,2025-09-25,Delivered,TRK00035179
35180,SHP035180,35180,5,2026-02-26,2026-03-03,,In Transit,TRK00035180
35181,SHP035181,35181,4,2025-09-21,2025-09-21,2025-09-24,Delivered,TRK00035181
35182,SHP035182,35182,4,2026-05-18,2026-05-20,2026-05-19,Delivered,TRK00035182
35183,SHP035183,35183,5,2025-11-01,2025-11-08,,Pending,TRK00035183
35184,SHP035184,35184,4,2026-01-18,2026-01-19,,Pending,TRK00035184
35185,SHP035185,35185,3,2025-11-28,2025-11-30,,Pending,TRK00035185
35186,SHP035186,35186,5,2026-01-11,2026-01-11,2026-01-14,Delivered,TRK00035186
35187,SHP035187,35187,2,2026-01-08,2026-01-09,,Pending,TRK00035187
35188,SHP035188,35188,2,2025-10-16,2025-10-16,,Pending,TRK00035188
35189,SHP035189,35189,3,2026-01-01,2026-01-02,,Pending,TRK00035189
35190,SHP035190,35190,1,2026-05-25,2026-05-25,,In Transit,TRK00035190
35191,SHP035191,35191,3,2025-12-06,2025-12-07,2025-12-10,Delivered,TRK00035191
35192,SHP035192,35192,5,2026-06-08,2026-06-15,,In Transit,TRK00035192
35193,SHP035193,35193,5,2026-05-18,2026-05-18,2026-05-22,Delivered,TRK00035193
35194,SHP035194,35194,5,2025-07-18,2025-07-25,,In Transit,TRK00035194
35195,SHP035195,35195,4,2025-09-21,2025-09-23,,Pending,TRK00035195
35196,SHP035196,35196,2,2026-04-17,2026-04-19,,Pending,TRK00035196
35197,SHP035197,35197,1,2025-10-02,2025-10-04,,In Transit,TRK00035197
35198,SHP035198,35198,3,2025-12-13,2025-12-18,2025-12-19,Delivered,TRK00035198
35199,SHP035199,35199,1,2026-01-17,2026-01-18,2026-01-21,Delivered,TRK00035199
35200,SHP035200,35200,3,2026-03-29,2026-04-05,2026-04-06,Delivered,TRK00035200
35201,SHP035201,35201,4,2026-06-22,2026-06-23,,In Transit,TRK00035201
35202,SHP035202,35202,1,2026-07-12,2026-07-12,,Pending,TRK00035202
35203,SHP035203,35203,4,2026-04-22,2026-04-29,,In Transit,TRK00035203
35204,SHP035204,35204,5,2026-01-20,2026-01-22,,In Transit,TRK00035204
35205,SHP035205,35205,4,2025-09-14,2025-09-14,2025-09-15,Delivered,TRK00035205
35206,SHP035206,35206,2,2026-05-12,2026-05-17,,Pending,TRK00035206
35207,SHP035207,35207,3,2026-06-03,2026-06-04,,In Transit,TRK00035207
35208,SHP035208,35208,5,2025-12-05,2025-12-06,,Pending,TRK00035208
35209,SHP035209,35209,2,2026-06-24,2026-07-01,2026-06-30,Delivered,TRK00035209
35210,SHP035210,35210,3,2026-01-07,2026-01-14,,Pending,TRK00035210
35211,SHP035211,35211,5,2025-12-21,2025-12-23,,Pending,TRK00035211
35212,SHP035212,35212,3,2025-12-12,2025-12-13,,In Transit,TRK00035212
35213,SHP035213,35213,5,2026-01-16,2026-01-16,2026-01-15,Delivered,TRK00035213
35214,SHP035214,35214,1,2026-07-04,2026-07-05,2026-07-07,Delivered,TRK00035214
35215,SHP035215,35215,1,2026-05-23,2026-05-23,,In Transit,TRK00035215
35216,SHP035216,35216,3,2026-06-14,2026-06-15,2026-06-17,Delivered,TRK00035216
35217,SHP035217,35217,2,2025-12-01,2025-12-06,,Pending,TRK00035217
35218,SHP035218,35218,1,2026-06-20,2026-06-27,2026-07-01,Delivered,TRK00035218
35219,SHP035219,35219,3,2025-12-06,2025-12-06,,In Transit,TRK00035219
35220,SHP035220,35220,2,2025-09-06,2025-09-08,2025-09-07,Delivered,TRK00035220
35221,SHP035221,35221,4,2025-10-26,2025-10-27,,Pending,TRK00035221
35222,SHP035222,35222,4,2025-12-23,2025-12-24,,In Transit,TRK00035222
35223,SHP035223,35223,5,2026-06-13,2026-06-20,,Pending,TRK00035223
35224,SHP035224,35224,4,2025-12-15,2025-12-22,,Pending,TRK00035224
35225,SHP035225,35225,3,2026-04-29,2026-05-04,,In Transit,TRK00035225
35226,SHP035226,35226,4,2026-02-09,2026-02-10,,Pending,TRK00035226
35227,SHP035227,35227,2,2025-10-18,2025-10-18,,In Transit,TRK00035227
35228,SHP035228,35228,2,2026-03-26,2026-03-26,,Pending,TRK00035228
35229,SHP035229,35229,1,2026-04-19,2026-04-21,,Pending,TRK00035229
35230,SHP035230,35230,5,2025-09-08,2025-09-15,2025-09-15,Delivered,TRK00035230
35231,SHP035231,35231,2,2025-09-30,2025-10-07,,Pending,TRK00035231
35232,SHP035232,35232,3,2025-08-14,2025-08-21,,Pending,TRK00035232
35233,SHP035233,35233,4,2026-07-14,2026-07-14,,Pending,TRK00035233
35234,SHP035234,35234,3,2025-12-23,2025-12-28,,Pending,TRK00035234
35235,SHP035235,35235,3,2025-09-01,2025-09-06,,In Transit,TRK00035235
35236,SHP035236,35236,4,2026-01-09,2026-01-14,,In Transit,TRK00035236
35237,SHP035237,35237,1,2025-10-09,2025-10-09,2025-10-13,Delivered,TRK00035237
35238,SHP035238,35238,2,2025-08-11,2025-08-13,2025-08-16,Delivered,TRK00035238
35239,SHP035239,35239,4,2025-12-27,2025-12-29,,In Transit,TRK00035239
35240,SHP035240,35240,3,2026-03-19,2026-03-20,,Pending,TRK00035240
35241,SHP035241,35241,3,2025-09-21,2025-09-22,2025-09-24,Delivered,TRK00035241
35242,SHP035242,35242,5,2025-09-14,2025-09-16,,Pending,TRK00035242
35243,SHP035243,35243,1,2025-09-09,2025-09-16,2025-09-20,Delivered,TRK00035243
35244,SHP035244,35244,3,2025-10-07,2025-10-14,,In Transit,TRK00035244
35245,SHP035245,35245,3,2025-11-11,2025-11-12,2025-11-13,Delivered,TRK00035245
35246,SHP035246,35246,2,2025-11-16,2025-11-16,,In Transit,TRK00035246
35247,SHP035247,35247,4,2025-09-29,2025-09-30,,Pending,TRK00035247
35248,SHP035248,35248,1,2025-08-05,2025-08-12,,In Transit,TRK00035248
35249,SHP035249,35249,5,2025-10-27,2025-10-29,2025-11-01,Delivered,TRK00035249
35250,SHP035250,35250,3,2025-12-18,2025-12-25,,In Transit,TRK00035250
35251,SHP035251,35251,4,2026-05-18,2026-05-18,2026-05-19,Delivered,TRK00035251
35252,SHP035252,35252,5,2025-10-25,2025-10-27,2025-10-29,Delivered,TRK00035252
35253,SHP035253,35253,4,2025-12-04,2025-12-04,,Pending,TRK00035253
35254,SHP035254,35254,1,2026-02-24,2026-02-25,,In Transit,TRK00035254
35255,SHP035255,35255,2,2025-12-09,2025-12-09,,In Transit,TRK00035255
35256,SHP035256,35256,2,2026-06-24,2026-06-25,,Pending,TRK00035256
35257,SHP035257,35257,3,2026-05-18,2026-05-20,2026-05-23,Delivered,TRK00035257
35258,SHP035258,35258,1,2025-08-08,2025-08-10,2025-08-10,Delivered,TRK00035258
35259,SHP035259,35259,5,2026-03-19,2026-03-19,2026-03-22,Delivered,TRK00035259
35260,SHP035260,35260,5,2026-04-21,2026-04-28,2026-05-01,Delivered,TRK00035260
35261,SHP035261,35261,4,2026-01-03,2026-01-04,,Pending,TRK00035261
35262,SHP035262,35262,1,2026-02-01,2026-02-08,,Pending,TRK00035262
35263,SHP035263,35263,4,2026-01-14,2026-01-14,,In Transit,TRK00035263
35264,SHP035264,35264,1,2026-07-10,2026-07-12,,Pending,TRK00035264
35265,SHP035265,35265,3,2026-01-22,2026-01-29,2026-01-31,Delivered,TRK00035265
35266,SHP035266,35266,4,2025-12-08,2025-12-10,,Pending,TRK00035266
35267,SHP035267,35267,5,2025-12-28,2026-01-02,,Pending,TRK00035267
35268,SHP035268,35268,5,2026-01-19,2026-01-20,,In Transit,TRK00035268
35269,SHP035269,35269,2,2026-07-10,2026-07-12,2026-07-11,Delivered,TRK00035269
35270,SHP035270,35270,5,2026-06-02,2026-06-03,,In Transit,TRK00035270
35271,SHP035271,35271,1,2026-03-01,2026-03-08,,Pending,TRK00035271
35272,SHP035272,35272,2,2026-01-20,2026-01-25,2026-01-24,Delivered,TRK00035272
35273,SHP035273,35273,4,2025-12-07,2025-12-08,,Pending,TRK00035273
35274,SHP035274,35274,5,2026-06-11,2026-06-12,,In Transit,TRK00035274
35275,SHP035275,35275,1,2026-02-19,2026-02-20,,In Transit,TRK00035275
35276,SHP035276,35276,5,2025-12-26,2025-12-31,,In Transit,TRK00035276
35277,SHP035277,35277,1,2025-12-04,2025-12-06,2025-12-08,Delivered,TRK00035277
35278,SHP035278,35278,5,2026-04-03,2026-04-04,,In Transit,TRK00035278
35279,SHP035279,35279,1,2025-11-13,2025-11-13,2025-11-17,Delivered,TRK00035279
35280,SHP035280,35280,1,2026-04-07,2026-04-14,,In Transit,TRK00035280
35281,SHP035281,35281,5,2025-08-29,2025-09-03,,Pending,TRK00035281
35282,SHP035282,35282,5,2026-04-30,2026-04-30,,Pending,TRK00035282
35283,SHP035283,35283,3,2026-01-10,2026-01-15,,In Transit,TRK00035283
35284,SHP035284,35284,2,2025-08-02,2025-08-07,,In Transit,TRK00035284
35285,SHP035285,35285,2,2026-02-04,2026-02-04,,In Transit,TRK00035285
35286,SHP035286,35286,1,2025-12-26,2025-12-31,,In Transit,TRK00035286
35287,SHP035287,35287,2,2025-12-22,2025-12-23,,In Transit,TRK00035287
35288,SHP035288,35288,3,2025-07-18,2025-07-19,,Pending,TRK00035288
35289,SHP035289,35289,5,2026-03-22,2026-03-27,,Pending,TRK00035289
35290,SHP035290,35290,5,2025-07-23,2025-07-24,,Pending,TRK00035290
35291,SHP035291,35291,5,2026-06-03,2026-06-03,,Pending,TRK00035291
35292,SHP035292,35292,1,2025-12-05,2025-12-12,2025-12-16,Delivered,TRK00035292
35293,SHP035293,35293,4,2025-10-07,2025-10-12,,In Transit,TRK00035293
35294,SHP035294,35294,2,2026-03-26,2026-04-02,,Pending,TRK00035294
35295,SHP035295,35295,1,2026-03-02,2026-03-04,2026-03-04,Delivered,TRK00035295
35296,SHP035296,35296,4,2025-07-14,2025-07-19,2025-07-20,Delivered,TRK00035296
35297,SHP035297,35297,4,2025-12-07,2025-12-08,2025-12-07,Delivered,TRK00035297
35298,SHP035298,35298,4,2026-05-05,2026-05-06,2026-05-06,Delivered,TRK00035298
35299,SHP035299,35299,5,2025-11-26,2025-11-28,,In Transit,TRK00035299
35300,SHP035300,35300,3,2026-05-27,2026-05-29,,Pending,TRK00035300
35301,SHP035301,35301,3,2026-07-15,2026-07-17,,In Transit,TRK00035301
35302,SHP035302,35302,3,2026-05-21,2026-05-28,2026-05-28,Delivered,TRK00035302
35303,SHP035303,35303,4,2026-01-07,2026-01-09,,Pending,TRK00035303
35304,SHP035304,35304,5,2026-04-03,2026-04-10,,Pending,TRK00035304
35305,SHP035305,35305,3,2026-05-07,2026-05-09,,In Transit,TRK00035305
35306,SHP035306,35306,3,2026-04-01,2026-04-03,,In Transit,TRK00035306
35307,SHP035307,35307,2,2026-06-06,2026-06-08,,In Transit,TRK00035307
35308,SHP035308,35308,1,2025-09-06,2025-09-11,,In Transit,TRK00035308
35309,SHP035309,35309,2,2026-06-19,2026-06-21,2026-06-21,Delivered,TRK00035309
35310,SHP035310,35310,5,2026-05-06,2026-05-11,,Pending,TRK00035310
35311,SHP035311,35311,3,2026-03-15,2026-03-17,2026-03-19,Delivered,TRK00035311
35312,SHP035312,35312,1,2025-12-05,2025-12-07,,In Transit,TRK00035312
35313,SHP035313,35313,1,2026-02-16,2026-02-16,2026-02-20,Delivered,TRK00035313
35314,SHP035314,35314,4,2025-11-13,2025-11-14,2025-11-13,Delivered,TRK00035314
35315,SHP035315,35315,1,2026-01-22,2026-01-29,2026-01-28,Delivered,TRK00035315
35316,SHP035316,35316,3,2025-09-29,2025-10-01,,Pending,TRK00035316
35317,SHP035317,35317,2,2025-08-01,2025-08-03,,Pending,TRK00035317
35318,SHP035318,35318,3,2025-11-14,2025-11-14,,In Transit,TRK00035318
35319,SHP035319,35319,2,2025-07-28,2025-08-04,,Pending,TRK00035319
35320,SHP035320,35320,4,2026-02-02,2026-02-07,,Pending,TRK00035320
35321,SHP035321,35321,4,2026-04-27,2026-04-29,2026-05-02,Delivered,TRK00035321
35322,SHP035322,35322,2,2026-06-07,2026-06-14,2026-06-17,Delivered,TRK00035322
35323,SHP035323,35323,5,2026-03-30,2026-04-04,2026-04-04,Delivered,TRK00035323
35324,SHP035324,35324,4,2026-04-24,2026-04-29,2026-05-01,Delivered,TRK00035324
35325,SHP035325,35325,2,2026-05-15,2026-05-22,2026-05-25,Delivered,TRK00035325
35326,SHP035326,35326,5,2025-09-29,2025-09-30,2025-10-01,Delivered,TRK00035326
35327,SHP035327,35327,2,2026-06-09,2026-06-14,,In Transit,TRK00035327
35328,SHP035328,35328,1,2025-11-28,2025-11-29,,In Transit,TRK00035328
35329,SHP035329,35329,1,2025-07-19,2025-07-24,,Pending,TRK00035329
35330,SHP035330,35330,4,2026-05-14,2026-05-14,,In Transit,TRK00035330
35331,SHP035331,35331,1,2026-05-03,2026-05-08,,Pending,TRK00035331
35332,SHP035332,35332,5,2026-02-03,2026-02-05,2026-02-09,Delivered,TRK00035332
35333,SHP035333,35333,4,2026-03-07,2026-03-14,,Pending,TRK00035333
35334,SHP035334,35334,5,2025-12-30,2025-12-31,,In Transit,TRK00035334
35335,SHP035335,35335,4,2026-01-12,2026-01-14,,Pending,TRK00035335
35336,SHP035336,35336,3,2026-02-19,2026-02-21,,Pending,TRK00035336
35337,SHP035337,35337,4,2026-03-24,2026-03-26,2026-03-25,Delivered,TRK00035337
35338,SHP035338,35338,5,2025-07-18,2025-07-19,,In Transit,TRK00035338
35339,SHP035339,35339,3,2025-08-03,2025-08-03,2025-08-05,Delivered,TRK00035339
35340,SHP035340,35340,2,2026-06-05,2026-06-05,,In Transit,TRK00035340
35341,SHP035341,35341,4,2026-05-20,2026-05-20,,In Transit,TRK00035341
35342,SHP035342,35342,5,2025-09-25,2025-09-30,2025-10-02,Delivered,TRK00035342
35343,SHP035343,35343,5,2025-12-20,2025-12-21,2025-12-24,Delivered,TRK00035343
35344,SHP035344,35344,4,2026-05-21,2026-05-21,,Pending,TRK00035344
35345,SHP035345,35345,5,2026-06-19,2026-06-26,2026-06-30,Delivered,TRK00035345
35346,SHP035346,35346,3,2025-08-20,2025-08-20,,Pending,TRK00035346
35347,SHP035347,35347,5,2026-06-28,2026-06-28,2026-06-29,Delivered,TRK00035347
35348,SHP035348,35348,3,2026-05-09,2026-05-11,,Pending,TRK00035348
35349,SHP035349,35349,3,2026-04-25,2026-04-25,,In Transit,TRK00035349
35350,SHP035350,35350,4,2025-11-09,2025-11-10,,In Transit,TRK00035350
35351,SHP035351,35351,5,2026-06-11,2026-06-16,2026-06-15,Delivered,TRK00035351
35352,SHP035352,35352,2,2025-08-06,2025-08-13,2025-08-13,Delivered,TRK00035352
35353,SHP035353,35353,1,2025-07-16,2025-07-21,,Pending,TRK00035353
35354,SHP035354,35354,5,2026-05-19,2026-05-19,,In Transit,TRK00035354
35355,SHP035355,35355,2,2026-07-10,2026-07-11,2026-07-11,Delivered,TRK00035355
35356,SHP035356,35356,3,2025-08-18,2025-08-18,2025-08-18,Delivered,TRK00035356
35357,SHP035357,35357,3,2026-02-12,2026-02-12,,Pending,TRK00035357
35358,SHP035358,35358,1,2026-06-04,2026-06-04,2026-06-03,Delivered,TRK00035358
35359,SHP035359,35359,4,2025-10-07,2025-10-08,,Pending,TRK00035359
35360,SHP035360,35360,1,2026-05-21,2026-05-26,,In Transit,TRK00035360
35361,SHP035361,35361,5,2025-11-04,2025-11-04,2025-11-08,Delivered,TRK00035361
35362,SHP035362,35362,3,2025-09-10,2025-09-11,2025-09-15,Delivered,TRK00035362
35363,SHP035363,35363,3,2025-12-26,2025-12-26,,In Transit,TRK00035363
35364,SHP035364,35364,3,2026-04-22,2026-04-23,2026-04-23,Delivered,TRK00035364
35365,SHP035365,35365,1,2025-09-07,2025-09-07,2025-09-11,Delivered,TRK00035365
35366,SHP035366,35366,1,2026-05-15,2026-05-17,2026-05-19,Delivered,TRK00035366
35367,SHP035367,35367,3,2025-09-04,2025-09-06,,In Transit,TRK00035367
35368,SHP035368,35368,5,2025-12-15,2025-12-20,,In Transit,TRK00035368
35369,SHP035369,35369,4,2026-05-28,2026-06-04,,In Transit,TRK00035369
35370,SHP035370,35370,3,2025-09-09,2025-09-16,,In Transit,TRK00035370
35371,SHP035371,35371,2,2026-02-26,2026-03-05,,In Transit,TRK00035371
35372,SHP035372,35372,5,2025-07-23,2025-07-24,,In Transit,TRK00035372
35373,SHP035373,35373,5,2025-09-24,2025-09-25,2025-09-29,Delivered,TRK00035373
35374,SHP035374,35374,1,2026-05-06,2026-05-13,2026-05-12,Delivered,TRK00035374
35375,SHP035375,35375,2,2026-02-06,2026-02-07,,In Transit,TRK00035375
35376,SHP035376,35376,1,2026-04-19,2026-04-24,,Pending,TRK00035376
35377,SHP035377,35377,2,2025-11-30,2025-11-30,2025-11-29,Delivered,TRK00035377
35378,SHP035378,35378,1,2025-11-20,2025-11-20,,In Transit,TRK00035378
35379,SHP035379,35379,3,2025-08-26,2025-08-27,,Pending,TRK00035379
35380,SHP035380,35380,5,2025-08-22,2025-08-23,,In Transit,TRK00035380
35381,SHP035381,35381,1,2025-11-29,2025-12-01,,Pending,TRK00035381
35382,SHP035382,35382,2,2025-08-01,2025-08-03,,Pending,TRK00035382
35383,SHP035383,35383,5,2025-12-19,2025-12-20,,In Transit,TRK00035383
35384,SHP035384,35384,3,2026-07-07,2026-07-09,,Pending,TRK00035384
35385,SHP035385,35385,2,2026-07-10,2026-07-10,,Pending,TRK00035385
35386,SHP035386,35386,5,2026-04-09,2026-04-10,2026-04-13,Delivered,TRK00035386
35387,SHP035387,35387,4,2026-07-03,2026-07-04,2026-07-07,Delivered,TRK00035387
35388,SHP035388,35388,3,2025-12-17,2025-12-22,,In Transit,TRK00035388
35389,SHP035389,35389,4,2025-11-14,2025-11-14,2025-11-17,Delivered,TRK00035389
35390,SHP035390,35390,1,2026-04-27,2026-04-29,,Pending,TRK00035390
35391,SHP035391,35391,1,2025-11-07,2025-11-14,,Pending,TRK00035391
35392,SHP035392,35392,1,2026-06-04,2026-06-09,,Pending,TRK00035392
35393,SHP035393,35393,5,2026-05-24,2026-05-31,2026-06-01,Delivered,TRK00035393
35394,SHP035394,35394,4,2026-01-13,2026-01-18,,Pending,TRK00035394
35395,SHP035395,35395,2,2025-10-05,2025-10-12,,Pending,TRK00035395
35396,SHP035396,35396,5,2025-08-10,2025-08-11,,In Transit,TRK00035396
35397,SHP035397,35397,5,2026-06-11,2026-06-16,2026-06-17,Delivered,TRK00035397
35398,SHP035398,35398,3,2026-05-31,2026-06-05,2026-06-06,Delivered,TRK00035398
35399,SHP035399,35399,5,2025-07-24,2025-07-26,,In Transit,TRK00035399
35400,SHP035400,35400,4,2025-10-05,2025-10-06,2025-10-09,Delivered,TRK00035400
35401,SHP035401,35401,3,2025-09-28,2025-10-03,,In Transit,TRK00035401
35402,SHP035402,35402,5,2026-07-02,2026-07-07,2026-07-11,Delivered,TRK00035402
35403,SHP035403,35403,1,2026-05-13,2026-05-18,,In Transit,TRK00035403
35404,SHP035404,35404,2,2026-05-16,2026-05-16,2026-05-18,Delivered,TRK00035404
35405,SHP035405,35405,5,2026-02-25,2026-02-26,,In Transit,TRK00035405
35406,SHP035406,35406,2,2026-01-24,2026-01-26,,In Transit,TRK00035406
35407,SHP035407,35407,2,2025-10-22,2025-10-22,,In Transit,TRK00035407
35408,SHP035408,35408,3,2025-09-23,2025-09-28,2025-09-29,Delivered,TRK00035408
35409,SHP035409,35409,1,2025-11-22,2025-11-29,,In Transit,TRK00035409
35410,SHP035410,35410,3,2026-04-14,2026-04-21,,In Transit,TRK00035410
35411,SHP035411,35411,1,2026-06-06,2026-06-08,,In Transit,TRK00035411
35412,SHP035412,35412,3,2026-02-24,2026-03-01,2026-03-05,Delivered,TRK00035412
35413,SHP035413,35413,3,2026-04-12,2026-04-13,2026-04-14,Delivered,TRK00035413
35414,SHP035414,35414,1,2026-04-29,2026-05-04,2026-05-08,Delivered,TRK00035414
35415,SHP035415,35415,5,2025-10-14,2025-10-15,,Pending,TRK00035415
35416,SHP035416,35416,4,2025-07-16,2025-07-17,2025-07-19,Delivered,TRK00035416
35417,SHP035417,35417,3,2025-08-02,2025-08-03,,Pending,TRK00035417
35418,SHP035418,35418,4,2026-04-19,2026-04-21,,In Transit,TRK00035418
35419,SHP035419,35419,3,2026-06-19,2026-06-26,2026-06-28,Delivered,TRK00035419
35420,SHP035420,35420,1,2025-10-19,2025-10-24,2025-10-25,Delivered,TRK00035420
35421,SHP035421,35421,1,2025-12-06,2025-12-08,2025-12-09,Delivered,TRK00035421
35422,SHP035422,35422,5,2025-12-08,2025-12-09,2025-12-08,Delivered,TRK00035422
35423,SHP035423,35423,5,2026-06-25,2026-06-27,,In Transit,TRK00035423
35424,SHP035424,35424,2,2025-10-09,2025-10-10,,Pending,TRK00035424
35425,SHP035425,35425,4,2025-10-08,2025-10-15,,In Transit,TRK00035425
35426,SHP035426,35426,3,2025-11-22,2025-11-23,2025-11-26,Delivered,TRK00035426
35427,SHP035427,35427,2,2026-07-05,2026-07-10,2026-07-12,Delivered,TRK00035427
35428,SHP035428,35428,5,2026-06-21,2026-06-23,2026-06-22,Delivered,TRK00035428
35429,SHP035429,35429,2,2026-04-07,2026-04-08,,In Transit,TRK00035429
35430,SHP035430,35430,4,2026-03-16,2026-03-16,,Pending,TRK00035430
35431,SHP035431,35431,1,2025-09-17,2025-09-18,,Pending,TRK00035431
35432,SHP035432,35432,4,2025-08-25,2025-09-01,,Pending,TRK00035432
35433,SHP035433,35433,1,2026-01-25,2026-01-26,,In Transit,TRK00035433
35434,SHP035434,35434,2,2026-07-02,2026-07-09,2026-07-13,Delivered,TRK00035434
35435,SHP035435,35435,5,2025-12-15,2025-12-22,,In Transit,TRK00035435
35436,SHP035436,35436,4,2026-05-05,2026-05-10,,Pending,TRK00035436
35437,SHP035437,35437,5,2026-06-21,2026-06-28,,In Transit,TRK00035437
35438,SHP035438,35438,5,2026-04-27,2026-04-28,,Pending,TRK00035438
35439,SHP035439,35439,1,2026-06-10,2026-06-10,,Pending,TRK00035439
35440,SHP035440,35440,1,2026-06-13,2026-06-14,,Pending,TRK00035440
35441,SHP035441,35441,5,2026-06-17,2026-06-17,,In Transit,TRK00035441
35442,SHP035442,35442,2,2026-02-13,2026-02-15,,In Transit,TRK00035442
35443,SHP035443,35443,4,2025-11-20,2025-11-22,,Pending,TRK00035443
35444,SHP035444,35444,2,2025-12-13,2025-12-14,,Pending,TRK00035444
35445,SHP035445,35445,4,2025-07-26,2025-07-26,,In Transit,TRK00035445
35446,SHP035446,35446,3,2026-01-19,2026-01-24,,Pending,TRK00035446
35447,SHP035447,35447,1,2026-04-23,2026-04-30,2026-04-30,Delivered,TRK00035447
35448,SHP035448,35448,5,2025-12-11,2025-12-16,,Pending,TRK00035448
35449,SHP035449,35449,3,2025-08-31,2025-09-02,2025-09-02,Delivered,TRK00035449
35450,SHP035450,35450,1,2026-01-22,2026-01-29,,Pending,TRK00035450
35451,SHP035451,35451,1,2026-02-25,2026-03-02,2026-03-05,Delivered,TRK00035451
35452,SHP035452,35452,4,2026-05-29,2026-05-29,,In Transit,TRK00035452
35453,SHP035453,35453,1,2025-11-02,2025-11-09,2025-11-12,Delivered,TRK00035453
35454,SHP035454,35454,4,2025-11-03,2025-11-03,2025-11-06,Delivered,TRK00035454
35455,SHP035455,35455,5,2025-12-11,2025-12-18,2025-12-22,Delivered,TRK00035455
35456,SHP035456,35456,5,2025-10-10,2025-10-15,2025-10-16,Delivered,TRK00035456
35457,SHP035457,35457,1,2026-01-14,2026-01-19,,In Transit,TRK00035457
35458,SHP035458,35458,2,2025-11-07,2025-11-14,,In Transit,TRK00035458
35459,SHP035459,35459,1,2026-02-10,2026-02-15,,Pending,TRK00035459
35460,SHP035460,35460,4,2026-01-18,2026-01-18,,In Transit,TRK00035460
35461,SHP035461,35461,4,2026-02-10,2026-02-11,,In Transit,TRK00035461
35462,SHP035462,35462,4,2026-02-27,2026-02-27,2026-02-27,Delivered,TRK00035462
35463,SHP035463,35463,3,2026-03-01,2026-03-02,,In Transit,TRK00035463
35464,SHP035464,35464,3,2025-12-24,2025-12-26,2025-12-29,Delivered,TRK00035464
35465,SHP035465,35465,2,2026-01-06,2026-01-13,,In Transit,TRK00035465
35466,SHP035466,35466,4,2025-09-18,2025-09-18,2025-09-20,Delivered,TRK00035466
35467,SHP035467,35467,5,2026-03-09,2026-03-14,2026-03-14,Delivered,TRK00035467
35468,SHP035468,35468,1,2026-04-24,2026-04-29,2026-04-30,Delivered,TRK00035468
35469,SHP035469,35469,3,2026-01-13,2026-01-15,2026-01-18,Delivered,TRK00035469
35470,SHP035470,35470,5,2026-03-13,2026-03-20,2026-03-23,Delivered,TRK00035470
35471,SHP035471,35471,2,2026-04-04,2026-04-05,2026-04-05,Delivered,TRK00035471
35472,SHP035472,35472,1,2025-11-21,2025-11-22,2025-11-22,Delivered,TRK00035472
35473,SHP035473,35473,4,2025-11-07,2025-11-12,,Pending,TRK00035473
35474,SHP035474,35474,3,2025-08-18,2025-08-20,2025-08-22,Delivered,TRK00035474
35475,SHP035475,35475,2,2025-09-02,2025-09-07,,In Transit,TRK00035475
35476,SHP035476,35476,4,2025-10-18,2025-10-25,,Pending,TRK00035476
35477,SHP035477,35477,5,2025-09-12,2025-09-17,,In Transit,TRK00035477
35478,SHP035478,35478,3,2025-11-16,2025-11-23,,In Transit,TRK00035478
35479,SHP035479,35479,4,2025-08-01,2025-08-03,,In Transit,TRK00035479
35480,SHP035480,35480,3,2026-03-04,2026-03-04,,In Transit,TRK00035480
35481,SHP035481,35481,1,2025-12-27,2025-12-27,,Pending,TRK00035481
35482,SHP035482,35482,2,2026-04-12,2026-04-19,,In Transit,TRK00035482
35483,SHP035483,35483,2,2025-10-09,2025-10-11,,In Transit,TRK00035483
35484,SHP035484,35484,5,2026-06-19,2026-06-24,,Pending,TRK00035484
35485,SHP035485,35485,5,2026-02-27,2026-02-27,,Pending,TRK00035485
35486,SHP035486,35486,3,2026-07-11,2026-07-12,,Pending,TRK00035486
35487,SHP035487,35487,2,2025-12-11,2025-12-12,,In Transit,TRK00035487
35488,SHP035488,35488,1,2025-11-19,2025-11-19,2025-11-22,Delivered,TRK00035488
35489,SHP035489,35489,3,2026-02-24,2026-02-24,,Pending,TRK00035489
35490,SHP035490,35490,3,2025-11-17,2025-11-24,,Pending,TRK00035490
35491,SHP035491,35491,3,2026-03-03,2026-03-05,,Pending,TRK00035491
35492,SHP035492,35492,3,2025-08-05,2025-08-12,,Pending,TRK00035492
35493,SHP035493,35493,1,2026-01-17,2026-01-24,,In Transit,TRK00035493
35494,SHP035494,35494,3,2026-06-25,2026-06-25,,In Transit,TRK00035494
35495,SHP035495,35495,1,2026-04-30,2026-05-07,,In Transit,TRK00035495
35496,SHP035496,35496,3,2026-04-15,2026-04-15,2026-04-14,Delivered,TRK00035496
