Return_ID,Return_Number,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Amount,Created_Date
8453,RET008453,29856,2026-01-15,Defective Product,Rejected,0.0,2026-07-13
8454,RET008454,8575,2026-04-02,Customer Changed Mind,Approved,116175.88,2026-07-13
8455,RET008455,23210,2025-12-29,Wrong Product Delivered,Pending,195268.98,2026-07-13
8456,RET008456,17184,2026-02-11,Defective Product,Rejected,0.0,2026-07-13
8457,RET008457,48110,2026-06-06,Late Delivery,Rejected,0.0,2026-07-13
8458,RET008458,2417,2026-01-14,Wrong Product Delivered,Approved,26504.99,2026-07-13
8459,RET008459,24634,2025-09-09,Late Delivery,Pending,305605.11,2026-07-13
8460,RET008460,26881,2026-06-15,Late Delivery,Rejected,0.0,2026-07-13
8461,RET008461,12823,2026-02-11,Defective Product,Pending,59330.25,2026-07-13
8462,RET008462,40106,2025-12-16,Wrong Product Delivered,Approved,115646.48,2026-07-13
8463,RET008463,25628,2026-04-28,Late Delivery,Pending,17041.72,2026-07-13
8464,RET008464,24101,2026-04-14,Defective Product,Rejected,0.0,2026-07-13
8465,RET008465,27828,2025-10-13,Customer Changed Mind,Approved,35478.06,2026-07-13
8466,RET008466,36334,2025-11-18,Wrong Product Delivered,Approved,51456.64,2026-07-13
8467,RET008467,48364,2026-05-10,Late Delivery,Pending,33603.45,2026-07-13
8468,RET008468,2783,2025-11-14,Late Delivery,Approved,183.12,2026-07-13
8469,RET008469,35512,2026-01-28,Damaged Product,Pending,82394.5,2026-07-13
8470,RET008470,1867,2025-10-26,Late Delivery,Pending,22069.89,2026-07-13
8471,RET008471,48640,2026-06-16,Damaged Product,Pending,13438.64,2026-07-13
8472,RET008472,37977,2026-06-24,Defective Product,Pending,32819.42,2026-07-13
8473,RET008473,2586,2025-09-08,Late Delivery,Approved,91161.03,2026-07-13
8474,RET008474,2945,2026-04-18,Damaged Product,Pending,141150.86,2026-07-13
8475,RET008475,43520,2025-11-11,Wrong Product Delivered,Rejected,0.0,2026-07-13
8476,RET008476,8692,2025-11-02,Defective Product,Rejected,0.0,2026-07-13
8477,RET008477,19152,2026-03-28,Customer Changed Mind,Rejected,0.0,2026-07-13
8478,RET008478,25134,2025-07-13,Late Delivery,Approved,344085.3,2026-07-13
8479,RET008479,7189,2025-12-07,Customer Changed Mind,Rejected,0.0,2026-07-13
8480,RET008480,18065,2025-12-09,Wrong Product Delivered,Approved,82665.38,2026-07-13
8481,RET008481,3592,2025-12-17,Customer Changed Mind,Approved,42550.86,2026-07-13
8482,RET008482,4298,2026-01-17,Late Delivery,Pending,10731.7,2026-07-13
8483,RET008483,16070,2025-07-21,Late Delivery,Approved,26318.87,2026-07-13
8484,RET008484,20236,2026-04-30,Damaged Product,Rejected,0.0,2026-07-13
8485,RET008485,38422,2025-12-10,Defective Product,Pending,230686.82,2026-07-13
8486,RET008486,21174,2025-10-23,Wrong Product Delivered,Approved,153604.19,2026-07-13
8487,RET008487,26142,2026-07-04,Damaged Product,Rejected,0.0,2026-07-13
8488,RET008488,31437,2026-06-15,Customer Changed Mind,Pending,81972.72,2026-07-13
8489,RET008489,31273,2026-03-06,Damaged Product,Approved,208150.65,2026-07-13
8490,RET008490,12630,2026-04-03,Defective Product,Pending,72389.46,2026-07-13
8491,RET008491,1826,2025-12-15,Customer Changed Mind,Rejected,0.0,2026-07-13
8492,RET008492,12746,2025-12-05,Damaged Product,Rejected,0.0,2026-07-13
8493,RET008493,10658,2026-04-06,Customer Changed Mind,Pending,243337.15,2026-07-13
8494,RET008494,13664,2026-04-26,Late Delivery,Rejected,0.0,2026-07-13
8495,RET008495,29913,2026-02-25,Late Delivery,Approved,14747.22,2026-07-13
8496,RET008496,24046,2025-09-25,Customer Changed Mind,Rejected,0.0,2026-07-13
8497,RET008497,36239,2026-03-31,Customer Changed Mind,Approved,757.0,2026-07-13
8498,RET008498,7783,2026-01-06,Defective Product,Approved,83228.06,2026-07-13
8499,RET008499,33384,2025-07-21,Defective Product,Rejected,0.0,2026-07-13
8500,RET008500,5409,2025-12-14,Wrong Product Delivered,Approved,221318.19,2026-07-13
8501,RET008501,3057,2026-06-08,Wrong Product Delivered,Pending,299951.66,2026-07-13
8502,RET008502,39552,2025-09-28,Defective Product,Pending,117289.76,2026-07-13
8503,RET008503,38922,2025-12-03,Defective Product,Pending,228619.28,2026-07-13
8504,RET008504,22117,2026-01-28,Damaged Product,Approved,319762.23,2026-07-13
8505,RET008505,25183,2026-02-27,Late Delivery,Approved,200894.5,2026-07-13
8506,RET008506,12781,2026-04-30,Defective Product,Approved,26762.64,2026-07-13
8507,RET008507,27129,2025-10-12,Wrong Product Delivered,Rejected,0.0,2026-07-13
8508,RET008508,40179,2025-12-16,Damaged Product,Rejected,0.0,2026-07-13
8509,RET008509,33131,2026-05-16,Wrong Product Delivered,Pending,10287.67,2026-07-13
8510,RET008510,45219,2026-05-20,Damaged Product,Pending,16975.37,2026-07-13
8511,RET008511,14540,2025-12-20,Wrong Product Delivered,Rejected,0.0,2026-07-13
8512,RET008512,29358,2026-05-23,Late Delivery,Rejected,0.0,2026-07-13
8513,RET008513,23507,2025-12-26,Late Delivery,Approved,296839.23,2026-07-13
8514,RET008514,37361,2026-02-17,Customer Changed Mind,Approved,8258.16,2026-07-13
8515,RET008515,12833,2025-07-25,Wrong Product Delivered,Pending,61259.36,2026-07-13
8516,RET008516,31987,2026-06-18,Defective Product,Pending,5937.58,2026-07-13
8517,RET008517,31616,2025-12-08,Damaged Product,Rejected,0.0,2026-07-13
8518,RET008518,19802,2026-05-13,Damaged Product,Pending,110364.42,2026-07-13
8519,RET008519,29837,2026-02-16,Late Delivery,Rejected,0.0,2026-07-13
8520,RET008520,41990,2025-12-25,Wrong Product Delivered,Approved,326865.26,2026-07-13
8521,RET008521,16007,2026-07-09,Damaged Product,Approved,5541.48,2026-07-13
8522,RET008522,32022,2025-11-22,Customer Changed Mind,Pending,15442.39,2026-07-13
8523,RET008523,41015,2025-10-29,Customer Changed Mind,Pending,24233.67,2026-07-13
8524,RET008524,29623,2025-11-28,Late Delivery,Approved,12328.01,2026-07-13
8525,RET008525,2378,2025-08-30,Wrong Product Delivered,Pending,8806.78,2026-07-13
8526,RET008526,18822,2026-04-13,Damaged Product,Approved,142051.31,2026-07-13
8527,RET008527,18239,2025-09-03,Customer Changed Mind,Rejected,0.0,2026-07-13
8528,RET008528,35230,2025-12-10,Late Delivery,Rejected,0.0,2026-07-13
8529,RET008529,3529,2025-12-09,Defective Product,Rejected,0.0,2026-07-13
8530,RET008530,31357,2026-03-22,Damaged Product,Approved,105611.51,2026-07-13
8531,RET008531,22105,2025-09-25,Damaged Product,Approved,162006.36,2026-07-13
8532,RET008532,48950,2026-02-08,Customer Changed Mind,Approved,201363.45,2026-07-13
8533,RET008533,34522,2026-01-09,Customer Changed Mind,Pending,37797.29,2026-07-13
8534,RET008534,29704,2025-10-24,Defective Product,Pending,98517.79,2026-07-13
8535,RET008535,1896,2025-09-28,Damaged Product,Rejected,0.0,2026-07-13
8536,RET008536,43119,2026-03-30,Wrong Product Delivered,Pending,16760.27,2026-07-13
8537,RET008537,6135,2025-10-09,Customer Changed Mind,Rejected,0.0,2026-07-13
8538,RET008538,8733,2026-03-15,Damaged Product,Rejected,0.0,2026-07-13
8539,RET008539,9900,2026-07-05,Customer Changed Mind,Rejected,0.0,2026-07-13
8540,RET008540,49373,2025-08-03,Late Delivery,Rejected,0.0,2026-07-13
8541,RET008541,32841,2025-08-27,Defective Product,Rejected,0.0,2026-07-13
8542,RET008542,11487,2025-07-21,Damaged Product,Pending,86088.82,2026-07-13
8543,RET008543,39667,2025-11-28,Late Delivery,Pending,14564.77,2026-07-13
8544,RET008544,48584,2026-03-16,Late Delivery,Rejected,0.0,2026-07-13
8545,RET008545,31878,2025-09-18,Defective Product,Rejected,0.0,2026-07-13
8546,RET008546,45433,2025-09-17,Late Delivery,Pending,14989.51,2026-07-13
8547,RET008547,12104,2025-11-21,Defective Product,Pending,70878.23,2026-07-13
8548,RET008548,8417,2025-10-27,Late Delivery,Approved,35013.66,2026-07-13
8549,RET008549,38119,2026-03-09,Defective Product,Approved,109851.06,2026-07-13
8550,RET008550,45696,2025-10-14,Damaged Product,Approved,53633.28,2026-07-13
8551,RET008551,32476,2025-12-23,Damaged Product,Rejected,0.0,2026-07-13
8552,RET008552,48001,2026-06-27,Damaged Product,Pending,390647.26,2026-07-13
8553,RET008553,37837,2026-05-04,Late Delivery,Approved,192825.17,2026-07-13
8554,RET008554,10790,2025-09-26,Wrong Product Delivered,Pending,565.44,2026-07-13
8555,RET008555,49173,2026-02-03,Customer Changed Mind,Rejected,0.0,2026-07-13
8556,RET008556,30290,2026-06-07,Defective Product,Pending,10170.1,2026-07-13
8557,RET008557,15470,2026-06-07,Damaged Product,Rejected,0.0,2026-07-13
8558,RET008558,32081,2026-05-03,Customer Changed Mind,Pending,65400.77,2026-07-13
8559,RET008559,17002,2025-09-29,Defective Product,Pending,350119.99,2026-07-13
8560,RET008560,39924,2025-09-20,Damaged Product,Approved,214221.76,2026-07-13
8561,RET008561,27728,2025-11-24,Damaged Product,Pending,171715.68,2026-07-13
8562,RET008562,44238,2025-11-16,Damaged Product,Rejected,0.0,2026-07-13
8563,RET008563,39749,2026-03-26,Damaged Product,Approved,451333.4,2026-07-13
8564,RET008564,4316,2026-07-04,Late Delivery,Approved,238847.03,2026-07-13
8565,RET008565,23171,2026-03-11,Customer Changed Mind,Rejected,0.0,2026-07-13
8566,RET008566,35429,2025-07-17,Late Delivery,Approved,13546.22,2026-07-13
8567,RET008567,4644,2025-08-31,Wrong Product Delivered,Pending,99438.96,2026-07-13
8568,RET008568,40204,2025-07-18,Late Delivery,Rejected,0.0,2026-07-13
8569,RET008569,45883,2026-04-26,Late Delivery,Rejected,0.0,2026-07-13
8570,RET008570,26898,2025-10-13,Defective Product,Rejected,0.0,2026-07-13
8571,RET008571,8982,2025-08-29,Late Delivery,Pending,28491.37,2026-07-13
8572,RET008572,4992,2025-08-26,Customer Changed Mind,Rejected,0.0,2026-07-13
8573,RET008573,39311,2026-03-27,Damaged Product,Rejected,0.0,2026-07-13
8574,RET008574,38869,2026-02-21,Wrong Product Delivered,Approved,4756.6,2026-07-13
8575,RET008575,42278,2025-11-22,Defective Product,Rejected,0.0,2026-07-13
8576,RET008576,49170,2025-11-14,Defective Product,Rejected,0.0,2026-07-13
8577,RET008577,31632,2025-10-15,Late Delivery,Approved,23492.56,2026-07-13
8578,RET008578,13665,2025-11-08,Late Delivery,Rejected,0.0,2026-07-13
8579,RET008579,24948,2026-01-27,Late Delivery,Rejected,0.0,2026-07-13
8580,RET008580,47246,2026-06-09,Defective Product,Pending,2512.87,2026-07-13
8581,RET008581,21095,2026-03-11,Defective Product,Approved,9082.5,2026-07-13
8582,RET008582,14202,2025-08-03,Defective Product,Pending,344683.54,2026-07-13
8583,RET008583,46293,2026-04-22,Late Delivery,Rejected,0.0,2026-07-13
8584,RET008584,43462,2026-04-01,Defective Product,Rejected,0.0,2026-07-13
8585,RET008585,49577,2026-02-11,Customer Changed Mind,Rejected,0.0,2026-07-13
8586,RET008586,11368,2026-04-01,Customer Changed Mind,Approved,84616.49,2026-07-13
8587,RET008587,18930,2025-07-30,Customer Changed Mind,Pending,5837.31,2026-07-13
8588,RET008588,9925,2025-08-21,Defective Product,Pending,19932.15,2026-07-13
8589,RET008589,4016,2025-11-22,Defective Product,Rejected,0.0,2026-07-13
8590,RET008590,19883,2025-09-10,Wrong Product Delivered,Rejected,0.0,2026-07-13
8591,RET008591,42227,2025-11-22,Damaged Product,Rejected,0.0,2026-07-13
8592,RET008592,17212,2025-10-17,Late Delivery,Rejected,0.0,2026-07-13
8593,RET008593,7287,2026-05-03,Wrong Product Delivered,Approved,15950.29,2026-07-13
8594,RET008594,25920,2025-07-20,Defective Product,Approved,573088.76,2026-07-13
8595,RET008595,1064,2025-10-31,Wrong Product Delivered,Rejected,0.0,2026-07-13
8596,RET008596,44884,2026-06-22,Wrong Product Delivered,Pending,5125.76,2026-07-13
8597,RET008597,33044,2026-07-06,Damaged Product,Pending,52035.92,2026-07-13
8598,RET008598,43646,2025-10-02,Late Delivery,Pending,53447.94,2026-07-13
8599,RET008599,6715,2025-10-10,Damaged Product,Rejected,0.0,2026-07-13
8600,RET008600,19458,2025-11-13,Defective Product,Rejected,0.0,2026-07-13
8601,RET008601,17924,2026-02-27,Late Delivery,Approved,155508.72,2026-07-13
8602,RET008602,14009,2026-03-10,Wrong Product Delivered,Rejected,0.0,2026-07-13
8603,RET008603,43373,2026-04-01,Customer Changed Mind,Rejected,0.0,2026-07-13
8604,RET008604,25157,2026-06-18,Wrong Product Delivered,Pending,154351.74,2026-07-13
8605,RET008605,28126,2025-07-20,Late Delivery,Approved,81073.84,2026-07-13
8606,RET008606,28055,2026-05-25,Customer Changed Mind,Approved,497053.13,2026-07-13
8607,RET008607,22026,2025-07-22,Defective Product,Pending,292932.3,2026-07-13
8608,RET008608,44073,2025-07-19,Customer Changed Mind,Rejected,0.0,2026-07-13
8609,RET008609,29488,2026-04-25,Late Delivery,Approved,156094.12,2026-07-13
8610,RET008610,40734,2025-09-27,Defective Product,Rejected,0.0,2026-07-13
8611,RET008611,35620,2025-12-27,Damaged Product,Rejected,0.0,2026-07-13
8612,RET008612,26207,2025-09-16,Defective Product,Pending,36408.89,2026-07-13
8613,RET008613,49887,2025-10-10,Late Delivery,Approved,139059.1,2026-07-13
8614,RET008614,38299,2025-11-14,Defective Product,Approved,944.07,2026-07-13
8615,RET008615,29737,2026-01-11,Customer Changed Mind,Approved,6563.64,2026-07-13
8616,RET008616,34727,2026-05-05,Wrong Product Delivered,Pending,74373.76,2026-07-13
8617,RET008617,32406,2026-02-27,Late Delivery,Rejected,0.0,2026-07-13
8618,RET008618,49671,2026-02-25,Wrong Product Delivered,Pending,18798.97,2026-07-13
8619,RET008619,23859,2026-05-31,Customer Changed Mind,Approved,166964.99,2026-07-13
8620,RET008620,5229,2026-02-02,Late Delivery,Rejected,0.0,2026-07-13
8621,RET008621,10420,2025-07-25,Defective Product,Pending,514485.44,2026-07-13
8622,RET008622,24327,2026-06-10,Defective Product,Rejected,0.0,2026-07-13
8623,RET008623,31794,2026-02-03,Damaged Product,Rejected,0.0,2026-07-13
8624,RET008624,6797,2026-01-16,Damaged Product,Rejected,0.0,2026-07-13
8625,RET008625,24371,2026-05-22,Defective Product,Pending,75065.78,2026-07-13
8626,RET008626,20668,2025-10-08,Late Delivery,Rejected,0.0,2026-07-13
8627,RET008627,22387,2026-02-11,Wrong Product Delivered,Rejected,0.0,2026-07-13
8628,RET008628,11522,2026-05-24,Customer Changed Mind,Approved,34876.43,2026-07-13
8629,RET008629,30471,2026-02-12,Customer Changed Mind,Rejected,0.0,2026-07-13
8630,RET008630,49689,2026-05-23,Late Delivery,Pending,28562.82,2026-07-13
8631,RET008631,33667,2026-02-14,Wrong Product Delivered,Pending,109189.07,2026-07-13
8632,RET008632,7611,2026-06-02,Customer Changed Mind,Rejected,0.0,2026-07-13
8633,RET008633,34340,2026-06-05,Defective Product,Approved,35084.47,2026-07-13
8634,RET008634,1323,2026-02-15,Damaged Product,Pending,120355.85,2026-07-13
8635,RET008635,1320,2025-11-12,Customer Changed Mind,Rejected,0.0,2026-07-13
8636,RET008636,10554,2025-07-26,Late Delivery,Approved,18360.85,2026-07-13
8637,RET008637,33632,2026-01-24,Damaged Product,Rejected,0.0,2026-07-13
8638,RET008638,23423,2026-03-18,Customer Changed Mind,Approved,69373.98,2026-07-13
8639,RET008639,585,2026-02-22,Damaged Product,Approved,377488.65,2026-07-13
8640,RET008640,4634,2025-11-08,Late Delivery,Approved,4266.55,2026-07-13
8641,RET008641,41417,2026-05-06,Customer Changed Mind,Approved,40965.76,2026-07-13
8642,RET008642,6848,2026-06-29,Customer Changed Mind,Pending,182486.25,2026-07-13
8643,RET008643,35539,2026-03-19,Defective Product,Approved,343160.1,2026-07-13
8644,RET008644,39925,2026-05-07,Damaged Product,Pending,39405.83,2026-07-13
8645,RET008645,7803,2025-12-28,Defective Product,Pending,297045.21,2026-07-13
8646,RET008646,36169,2026-04-16,Customer Changed Mind,Pending,171399.4,2026-07-13
8647,RET008647,25170,2026-03-11,Defective Product,Approved,2029.49,2026-07-13
8648,RET008648,24263,2025-07-26,Damaged Product,Approved,187246.23,2026-07-13
8649,RET008649,23294,2025-10-21,Defective Product,Pending,56553.89,2026-07-13
8650,RET008650,8220,2026-04-25,Defective Product,Approved,49832.62,2026-07-13
8651,RET008651,43659,2025-11-28,Late Delivery,Rejected,0.0,2026-07-13
8652,RET008652,40685,2025-11-02,Defective Product,Pending,7351.43,2026-07-13
8653,RET008653,17122,2025-11-27,Late Delivery,Rejected,0.0,2026-07-13
8654,RET008654,18137,2026-04-16,Wrong Product Delivered,Pending,116772.05,2026-07-13
8655,RET008655,37079,2026-05-09,Customer Changed Mind,Approved,95267.63,2026-07-13
8656,RET008656,13209,2025-11-13,Damaged Product,Rejected,0.0,2026-07-13
8657,RET008657,18785,2026-06-29,Late Delivery,Approved,66311.34,2026-07-13
8658,RET008658,5421,2026-04-14,Damaged Product,Pending,10565.54,2026-07-13
8659,RET008659,28274,2026-02-20,Defective Product,Pending,88619.17,2026-07-13
8660,RET008660,38975,2025-12-09,Damaged Product,Pending,12011.2,2026-07-13
8661,RET008661,35259,2025-12-27,Defective Product,Approved,9581.94,2026-07-13
8662,RET008662,46905,2026-05-19,Defective Product,Approved,74393.88,2026-07-13
8663,RET008663,39163,2025-12-09,Damaged Product,Approved,85433.4,2026-07-13
8664,RET008664,34028,2026-06-01,Defective Product,Rejected,0.0,2026-07-13
8665,RET008665,43943,2025-08-30,Defective Product,Rejected,0.0,2026-07-13
8666,RET008666,30985,2026-05-13,Damaged Product,Rejected,0.0,2026-07-13
8667,RET008667,31223,2026-01-01,Late Delivery,Pending,374255.55,2026-07-13
8668,RET008668,9840,2025-12-05,Wrong Product Delivered,Approved,262589.88,2026-07-13
8669,RET008669,4207,2025-09-11,Late Delivery,Rejected,0.0,2026-07-13
8670,RET008670,19055,2026-04-24,Damaged Product,Rejected,0.0,2026-07-13
8671,RET008671,44872,2026-02-21,Damaged Product,Pending,2627.08,2026-07-13
8672,RET008672,21482,2026-03-29,Damaged Product,Pending,148819.15,2026-07-13
8673,RET008673,38383,2026-03-18,Damaged Product,Approved,19900.63,2026-07-13
8674,RET008674,47259,2026-05-02,Defective Product,Approved,22474.33,2026-07-13
8675,RET008675,1350,2025-08-15,Customer Changed Mind,Rejected,0.0,2026-07-13
8676,RET008676,15454,2026-04-17,Wrong Product Delivered,Rejected,0.0,2026-07-13
8677,RET008677,41042,2025-12-23,Late Delivery,Approved,308375.95,2026-07-13
8678,RET008678,45792,2025-07-21,Wrong Product Delivered,Rejected,0.0,2026-07-13
8679,RET008679,29725,2026-01-24,Customer Changed Mind,Rejected,0.0,2026-07-13
8680,RET008680,14481,2026-03-22,Wrong Product Delivered,Pending,68095.15,2026-07-13
8681,RET008681,1198,2025-10-19,Damaged Product,Approved,4875.45,2026-07-13
8682,RET008682,37047,2025-11-29,Wrong Product Delivered,Pending,240012.92,2026-07-13
8683,RET008683,45109,2025-11-15,Customer Changed Mind,Approved,1473.02,2026-07-13
8684,RET008684,10662,2025-10-15,Customer Changed Mind,Approved,45670.21,2026-07-13
8685,RET008685,37613,2026-05-31,Damaged Product,Rejected,0.0,2026-07-13
8686,RET008686,2915,2025-10-27,Customer Changed Mind,Pending,50449.86,2026-07-13
8687,RET008687,11576,2026-06-21,Defective Product,Rejected,0.0,2026-07-13
8688,RET008688,2941,2026-05-08,Late Delivery,Approved,175761.34,2026-07-13
8689,RET008689,21419,2026-05-02,Wrong Product Delivered,Rejected,0.0,2026-07-13
8690,RET008690,49549,2026-06-29,Defective Product,Rejected,0.0,2026-07-13
8691,RET008691,26076,2025-08-09,Late Delivery,Rejected,0.0,2026-07-13
8692,RET008692,45566,2025-07-25,Customer Changed Mind,Rejected,0.0,2026-07-13
8693,RET008693,14103,2025-09-30,Defective Product,Pending,54396.52,2026-07-13
8694,RET008694,30577,2026-04-26,Wrong Product Delivered,Pending,366684.16,2026-07-13
8695,RET008695,23885,2025-12-08,Late Delivery,Rejected,0.0,2026-07-13
8696,RET008696,22826,2026-03-03,Wrong Product Delivered,Pending,144895.96,2026-07-13
8697,RET008697,33790,2025-11-22,Damaged Product,Pending,47958.83,2026-07-13
8698,RET008698,26006,2025-08-08,Late Delivery,Approved,9418.28,2026-07-13
8699,RET008699,10326,2026-04-22,Late Delivery,Pending,120686.67,2026-07-13
8700,RET008700,33257,2026-01-21,Late Delivery,Rejected,0.0,2026-07-13
8701,RET008701,41223,2025-09-02,Late Delivery,Approved,130952.68,2026-07-13
8702,RET008702,39784,2026-01-14,Damaged Product,Approved,56067.39,2026-07-13
8703,RET008703,47950,2026-03-24,Defective Product,Approved,112516.76,2026-07-13
8704,RET008704,23030,2025-09-07,Wrong Product Delivered,Pending,762.0,2026-07-13
8705,RET008705,36054,2025-11-17,Wrong Product Delivered,Pending,17753.7,2026-07-13
8706,RET008706,45593,2026-02-03,Damaged Product,Approved,5759.28,2026-07-13
8707,RET008707,27093,2026-03-04,Late Delivery,Rejected,0.0,2026-07-13
8708,RET008708,44295,2026-05-17,Customer Changed Mind,Approved,234732.54,2026-07-13
8709,RET008709,11683,2026-07-11,Customer Changed Mind,Rejected,0.0,2026-07-13
8710,RET008710,17603,2025-11-27,Wrong Product Delivered,Approved,290157.03,2026-07-13
8711,RET008711,13968,2026-06-15,Late Delivery,Rejected,0.0,2026-07-13
8712,RET008712,48078,2026-06-14,Wrong Product Delivered,Rejected,0.0,2026-07-13
8713,RET008713,13592,2026-04-02,Late Delivery,Rejected,0.0,2026-07-13
8714,RET008714,47532,2025-09-02,Late Delivery,Approved,123417.7,2026-07-13
8715,RET008715,33395,2026-05-27,Damaged Product,Rejected,0.0,2026-07-13
8716,RET008716,16422,2026-03-20,Late Delivery,Rejected,0.0,2026-07-13
8717,RET008717,42613,2026-06-07,Customer Changed Mind,Approved,34087.39,2026-07-13
8718,RET008718,44142,2026-01-18,Customer Changed Mind,Rejected,0.0,2026-07-13
8719,RET008719,29715,2026-02-13,Wrong Product Delivered,Approved,78216.75,2026-07-13
8720,RET008720,31456,2026-03-19,Late Delivery,Approved,183467.33,2026-07-13
8721,RET008721,13369,2025-09-21,Late Delivery,Approved,36941.75,2026-07-13
8722,RET008722,30030,2025-07-18,Defective Product,Approved,22080.79,2026-07-13
8723,RET008723,49662,2026-01-18,Customer Changed Mind,Pending,80745.48,2026-07-13
8724,RET008724,41559,2026-07-03,Customer Changed Mind,Approved,52792.73,2026-07-13
8725,RET008725,39217,2025-12-10,Late Delivery,Pending,5131.08,2026-07-13
8726,RET008726,28190,2025-12-05,Late Delivery,Approved,212877.33,2026-07-13
8727,RET008727,43440,2025-08-31,Late Delivery,Pending,172991.23,2026-07-13
8728,RET008728,26754,2026-02-25,Wrong Product Delivered,Rejected,0.0,2026-07-13
8729,RET008729,48308,2025-12-21,Wrong Product Delivered,Approved,39898.7,2026-07-13
8730,RET008730,32884,2026-05-15,Late Delivery,Rejected,0.0,2026-07-13
8731,RET008731,39171,2026-03-08,Customer Changed Mind,Approved,7531.05,2026-07-13
8732,RET008732,3563,2025-09-02,Defective Product,Rejected,0.0,2026-07-13
8733,RET008733,24630,2025-12-13,Defective Product,Pending,122677.73,2026-07-13
8734,RET008734,47088,2025-12-02,Damaged Product,Rejected,0.0,2026-07-13
8735,RET008735,34531,2026-06-26,Damaged Product,Pending,382814.66,2026-07-13
8736,RET008736,25787,2025-09-11,Defective Product,Pending,14193.26,2026-07-13
8737,RET008737,7352,2026-05-16,Damaged Product,Rejected,0.0,2026-07-13
8738,RET008738,25727,2026-04-04,Customer Changed Mind,Pending,70749.3,2026-07-13
8739,RET008739,1033,2026-03-20,Defective Product,Pending,313739.24,2026-07-13
8740,RET008740,15272,2026-03-16,Late Delivery,Pending,18072.57,2026-07-13
8741,RET008741,47905,2025-08-25,Late Delivery,Rejected,0.0,2026-07-13
8742,RET008742,41488,2026-01-05,Damaged Product,Approved,83234.58,2026-07-13
8743,RET008743,33026,2026-03-24,Wrong Product Delivered,Pending,8580.4,2026-07-13
8744,RET008744,497,2026-03-09,Customer Changed Mind,Approved,2926.77,2026-07-13
8745,RET008745,10090,2026-04-30,Wrong Product Delivered,Pending,8122.75,2026-07-13
8746,RET008746,23725,2026-04-16,Wrong Product Delivered,Rejected,0.0,2026-07-13
8747,RET008747,7174,2025-09-15,Wrong Product Delivered,Approved,40012.06,2026-07-13
8748,RET008748,29681,2025-11-08,Wrong Product Delivered,Pending,25035.07,2026-07-13
8749,RET008749,39809,2026-04-11,Defective Product,Pending,114929.66,2026-07-13
8750,RET008750,16881,2025-12-31,Wrong Product Delivered,Rejected,0.0,2026-07-13
8751,RET008751,4606,2026-01-27,Customer Changed Mind,Rejected,0.0,2026-07-13
8752,RET008752,45513,2026-01-31,Damaged Product,Approved,68023.6,2026-07-13
8753,RET008753,12377,2026-02-15,Late Delivery,Pending,47162.7,2026-07-13
8754,RET008754,45489,2026-04-27,Late Delivery,Pending,28087.83,2026-07-13
8755,RET008755,21694,2026-04-30,Defective Product,Pending,22088.62,2026-07-13
8756,RET008756,37421,2025-10-10,Customer Changed Mind,Rejected,0.0,2026-07-13
8757,RET008757,38598,2026-03-07,Defective Product,Approved,46977.2,2026-07-13
8758,RET008758,2182,2025-09-13,Wrong Product Delivered,Rejected,0.0,2026-07-13
8759,RET008759,36573,2025-10-11,Wrong Product Delivered,Approved,124530.73,2026-07-13
8760,RET008760,18982,2026-02-04,Defective Product,Rejected,0.0,2026-07-13
8761,RET008761,36212,2026-05-15,Wrong Product Delivered,Rejected,0.0,2026-07-13
8762,RET008762,5530,2025-11-07,Customer Changed Mind,Approved,1169.95,2026-07-13
8763,RET008763,11357,2025-10-27,Wrong Product Delivered,Approved,150485.74,2026-07-13
8764,RET008764,4946,2026-06-29,Defective Product,Rejected,0.0,2026-07-13
8765,RET008765,37839,2026-04-10,Defective Product,Approved,299002.02,2026-07-13
8766,RET008766,6211,2025-09-10,Late Delivery,Rejected,0.0,2026-07-13
8767,RET008767,42598,2026-04-15,Defective Product,Rejected,0.0,2026-07-13
8768,RET008768,46833,2026-01-29,Damaged Product,Pending,158830.92,2026-07-13
8769,RET008769,9516,2025-08-11,Defective Product,Rejected,0.0,2026-07-13
8770,RET008770,1671,2026-03-23,Wrong Product Delivered,Approved,115617.51,2026-07-13
8771,RET008771,49186,2025-12-02,Damaged Product,Rejected,0.0,2026-07-13
8772,RET008772,36329,2025-08-22,Late Delivery,Pending,337336.62,2026-07-13
8773,RET008773,38541,2026-07-06,Late Delivery,Pending,48670.2,2026-07-13
8774,RET008774,43473,2026-01-29,Damaged Product,Rejected,0.0,2026-07-13
8775,RET008775,4599,2026-01-06,Defective Product,Pending,74728.31,2026-07-13
8776,RET008776,25510,2025-12-31,Customer Changed Mind,Approved,54540.51,2026-07-13
8777,RET008777,24063,2025-10-16,Damaged Product,Pending,44536.43,2026-07-13
8778,RET008778,41299,2025-07-22,Customer Changed Mind,Approved,101071.69,2026-07-13
8779,RET008779,37233,2026-02-08,Damaged Product,Rejected,0.0,2026-07-13
8780,RET008780,19245,2026-03-25,Late Delivery,Pending,82113.04,2026-07-13
8781,RET008781,10320,2025-10-23,Customer Changed Mind,Approved,29031.02,2026-07-13
8782,RET008782,29115,2025-08-17,Wrong Product Delivered,Rejected,0.0,2026-07-13
8783,RET008783,13023,2026-02-27,Damaged Product,Approved,3591.03,2026-07-13
8784,RET008784,45908,2025-10-16,Defective Product,Pending,7410.83,2026-07-13
